station_id,time_sign,x,y,tno2,temp,et,sp,tp,wd,ws,pop,building,road,ndvi,NO2
12,440,114.16871,22.322169,123.6125488,294.3286133,-0.036353078,100245.4375,0.000607641,172.1950531,3.564428568,747.2966919,14594804,7989.836426,4947,78
13,440,114.1412676,22.2848775,124.9131393,294.4090576,-0.025491919,100317.6406,0.000458042,172.0744171,3.58874011,878.6085205,9484429,7007.274414,2899,32
14,440,114.1573973,22.2475352,107.4235687,294.4503174,-0.024594329,100389.875,0.000453767,174.8822021,3.786610126,65.48966217,3044803.5,3876.920654,4492,27
15,440,114.2167934,22.2827772,93.91333771,294.366333,-0.037348434,100380.6016,0.000628111,176.5637817,3.868867159,1421.89978,2995995.75,4814.834961,8664,41
16,440,113.9405757,22.2885187,207.9551392,294.8387146,-0.016513517,100642.0156,0.000269736,163.8083496,3.46514225,45.69812012,965836.125,4032.332031,5153,35
17,440,114.1805181,22.2801689,108.5101776,294.3926392,-0.036437936,100336.375,0.000638884,175.1324005,3.778103828,429.8672791,7206084,6894.862305,4082,69
18,440,114.1565745,22.2820584,117.1268311,294.4039917,-0.029280927,100327.1172,0.000519875,173.2998199,3.665482283,83.59503174,8509086,8754.413086,1395,64
1,441,114.0201883,22.4449437,291.1581726,295.6790161,-0.009170246,100529.3672,0.001188289,134.5140533,1.645832062,47.30091095,3953495.75,4815.681152,2296,47
3,441,114.1258166,22.4969545,281.5084229,295.6136169,-0.03549426,100356.2891,0.003740144,139.6931152,1.626694322,156.3011627,3624076.25,5897.47168,4068,47
4,441,114.3581838,22.4712708,107.6474533,295.1053467,-0.014575495,100620.4141,0.000773317,158.9100952,1.96920681,2.127234221,199027.9844,417.5441284,-3000,9
5,441,114.2286697,22.309823,161.7860413,295.0658264,-0.03550569,100312.2813,0.003342484,166.684494,2.054543972,571.750061,3221332.75,5677.513184,2984,55
6,441,114.1572091,22.3310969,228.7864838,295.1054077,-0.038306277,100150.4531,0.004489804,158.8758392,1.88550365,557.522583,10587726,6553.90625,4771,58
7,441,114.1269531,22.3568159,232.3177185,295.1528015,-0.042063415,100137.1875,0.005434707,153.7677307,1.790500879,231.998703,2478207,5969.117676,3415,72
8,441,114.1120975,22.3716276,230.858902,295.2304077,-0.041458167,100167.2422,0.00549921,150.8427734,1.744836926,672.036499,5056594,6791.028809,2844,51
9,441,114.256814,22.3182558,135.2373505,295.0449524,-0.031553164,100445.6797,0.002497707,168.502182,2.1061759,407.3021851,1751836.5,4787.187988,5178,37
10,441,113.9742504,22.3911527,214.8343811,295.6545105,-0.022810724,100663.0078,0.002929274,136.0541077,1.667350054,297.4996643,2375346.5,5116.151367,2164,58
11,441,114.1820905,22.3764958,246.3931732,295.1104736,-0.040635169,100128.875,0.004361424,156.788147,1.852838159,146.5195313,3542057.5,5773.041016,4131,53
12,441,114.16871,22.322169,218.1038666,295.1002502,-0.03788916,100164.5625,0.004274757,160.5610962,1.919310689,747.2966919,14594804,7989.836426,4947,88
13,441,114.1412676,22.2848775,169.7502441,295.1526489,-0.025989508,100236.8281,0.003007941,159.6866455,1.916088223,878.6085205,9484429,7007.274414,2899,57
14,441,114.1573973,22.2475352,103.2661743,295.1664124,-0.023320939,100308.5,0.002428591,163.6921997,2.003806114,65.48966217,3044803.5,3876.920654,4492,29
15,441,114.2167934,22.2827772,135.5256805,295.0990295,-0.036370106,100298.3906,0.003670386,167.1789551,2.064809322,1421.89978,2995995.75,4814.834961,8664,44
16,441,113.9405757,22.2885187,170.8291931,295.6233826,-0.017263317,100564.6797,0.0021715,141.0913544,1.76460588,45.69812012,965836.125,4032.332031,5153,45
17,441,114.1805181,22.2801689,152.3692627,295.1268005,-0.035898607,100254.9609,0.003817274,164.5622711,2.010559082,429.8672791,7206084,6894.862305,4082,79
18,441,114.1565745,22.2820584,168.2629395,295.1434631,-0.029324135,100246.0547,0.003253922,161.6289825,1.954053521,83.59503174,8509086,8754.413086,1395,83
1,442,114.0201883,22.4449437,143.4926758,297.0934143,-0.008868417,100487.4219,0.000323792,132.6101837,2.394014597,47.30091095,3953495.75,4815.681152,2296,46
3,442,114.1258166,22.4969545,241.5546112,296.953949,-0.033857401,100316.0313,0.000782337,135.8692474,2.312494516,156.3011627,3624076.25,5897.47168,4068,40
4,442,114.3581838,22.4712708,48.90326309,296.3412781,-0.01399348,100583.9609,0.000359375,154.5722656,2.888727665,2.127234221,199027.9844,417.5441284,-3000,8
5,442,114.2286697,22.309823,106.7963943,296.4833679,-0.03500995,100276.0391,0.001747714,160.1584778,2.995647669,571.750061,3221332.75,5677.513184,2984,57
6,442,114.1572091,22.3310969,219.5645905,296.5780029,-0.037818804,100113.6094,0.001785273,153.5447083,2.747111559,557.522583,10587726,6553.90625,4771,53
7,442,114.1269531,22.3568159,220.3888397,296.6651917,-0.041519798,100099.6172,0.001879352,149.1147919,2.602802277,231.998703,2478207,5969.117676,3415,61
8,442,114.1120975,22.3716276,208.8837128,296.7430115,-0.040760621,100129.0625,0.001778571,146.4576111,2.529070616,672.036499,5056594,6791.028809,2844,52
9,442,114.256814,22.3182558,90.94586945,296.4490051,-0.031242667,100409.3281,0.001532078,161.6672363,3.072957993,407.3021851,1751836.5,4787.187988,5178,25
10,442,113.9742504,22.3911527,162.5043793,297.1360168,-0.02236288,100620.5391,0.001018929,134.8965149,2.474942207,297.4996643,2375346.5,5116.151367,2164,46
11,442,114.1820905,22.3764958,196.2106476,296.5366821,-0.040245768,100092,0.001638421,151.6683197,2.687500238,146.5195313,3542057.5,5773.041016,4131,37
12,442,114.16871,22.322169,208.8232727,296.5599976,-0.0373687,100127.8984,0.00179705,154.9824524,2.796942234,747.2966919,14594804,7989.836426,4947,68
13,442,114.1412676,22.2848775,139.422348,296.6449585,-0.025534123,100199.6172,0.001295917,154.2467499,2.795467854,878.6085205,9484429,7007.274414,2899,48
14,442,114.1573973,22.2475352,84.84499359,296.6499023,-0.022726813,100271.4766,0.001296056,157.6527252,2.924195528,65.48966217,3044803.5,3876.920654,4492,24
15,442,114.2167934,22.2827772,93.31040955,296.5372009,-0.035659537,100262.0859,0.001892189,160.5853424,3.009125471,1421.89978,2995995.75,4814.834961,8664,40
16,442,113.9405757,22.2885187,208.3328857,297.0474243,-0.01683604,100522.6094,0.001027226,140.7887726,2.630551577,45.69812012,965836.125,4032.332031,5153,31
17,442,114.1805181,22.2801689,113.8659515,296.5883789,-0.03517133,100218.3672,0.001867126,158.3792725,2.930615902,429.8672791,7206084,6894.862305,4082,71
1,443,114.0201883,22.4449437,98.831604,296.570343,-0.007098067,100490.6328,0.000607917,149.4557495,3.266396761,47.30091095,3953495.75,4815.681152,2296,40
3,443,114.1258166,22.4969545,66.4919281,296.3874512,-0.026160605,100321.3516,0.001721684,149.3372345,3.153382778,156.3011627,3624076.25,5897.47168,4068,26
4,443,114.3581838,22.4712708,62.87425613,295.756012,-0.011133023,100591.4531,0.000744679,160.7442474,3.676271439,2.127234221,199027.9844,417.5441284,-3000,6
5,443,114.2286697,22.309823,76.53221893,295.8471069,-0.03309457,100280.5938,0.002650003,169.6833191,3.769186497,571.750061,3221332.75,5677.513184,2984,45
6,443,114.1572091,22.3310969,86.15297699,295.9587708,-0.033120725,100117.1406,0.002952203,165.0100708,3.526248932,557.522583,10587726,6553.90625,4771,44
7,443,114.1269531,22.3568159,103.2855988,296.0526123,-0.034625802,100102.9531,0.003267839,161.7689362,3.385173321,231.998703,2478207,5969.117676,3415,40
8,443,114.1120975,22.3716276,101.670784,296.1349182,-0.033497307,100132.5234,0.003158143,159.6770477,3.31826067,672.036499,5056594,6791.028809,2844,39
9,443,114.256814,22.3182558,70.85857391,295.8059692,-0.029305307,100414.7266,0.002274688,170.5640411,3.841095209,407.3021851,1751836.5,4787.187988,5178,12
10,443,113.9742504,22.3911527,119.8187561,296.6204224,-0.01851232,100622.4453,0.001770201,152.5487366,3.367553473,297.4996643,2375346.5,5116.151367,2164,47
11,443,114.1820905,22.3764958,83.49643707,295.9262085,-0.034237128,100096.1953,0.002830477,162.5235901,3.469696045,146.5195313,3542057.5,5773.041016,4131,15
12,443,114.16871,22.322169,83.7322998,295.9380493,-0.033524554,100131.5156,0.002906738,166.0657196,3.576118469,747.2966919,14594804,7989.836426,4947,63
13,443,114.1412676,22.2848775,90.59906769,296.0226135,-0.023789715,100202.9766,0.002041791,165.9635468,3.583698034,878.6085205,9484429,7007.274414,2899,32
14,443,114.1573973,22.2475352,82.56509399,296.0183716,-0.023806255,100274.8828,0.001854996,168.7470398,3.716343164,65.48966217,3044803.5,3876.920654,4492,26
15,443,114.2167934,22.2827772,75.54621887,295.8987427,-0.035286963,100266.1328,0.002805792,170.4149628,3.789142132,1421.89978,2995995.75,4814.834961,8664,37
16,443,113.9405757,22.2885187,116.0183487,296.5477905,-0.013695366,100522.3828,0.00154239,157.3398132,3.596560955,45.69812012,965836.125,4032.332031,5153,25
17,443,114.1805181,22.2801689,81.46186066,295.9559326,-0.034614976,100221.9531,0.002800625,168.980896,3.715596199,429.8672791,7206084,6894.862305,4082,47
18,443,114.1565745,22.2820584,86.89048767,295.997345,-0.027583476,100212.5234,0.002296122,167.173172,3.637199163,83.59503174,8509086,8754.413086,1395,57
1,444,114.0201883,22.4449437,199.0769653,296.6461792,-0.007543691,100373.5781,0.000281603,137.5766144,2.177937984,47.30091095,3953495.75,4815.681152,2296,41
3,444,114.1258166,22.4969545,156.2050323,296.5717773,-0.027778296,100202.5469,0.001441479,139.3493347,2.107022762,156.3011627,3624076.25,5897.47168,4068,32
4,444,114.3581838,22.4712708,40.32299042,295.9722595,-0.012047521,100468.9844,0.001368739,153.8894501,2.442732573,2.127234221,199027.9844,417.5441284,-3000,5
5,444,114.2286697,22.309823,81.24510193,295.9265137,-0.034158107,100161.25,0.001261264,163.2215729,2.5380373,571.750061,3221332.75,5677.513184,2984,44
6,444,114.1572091,22.3310969,131.6542664,296.0176697,-0.035132948,99998.95313,0.001393599,156.9758606,2.389827967,557.522583,10587726,6553.90625,4771,43
7,444,114.1269531,22.3568159,149.8577271,296.097229,-0.037214816,99985.13281,0.001516547,152.8509674,2.302093267,231.998703,2478207,5969.117676,3415,47
8,444,114.1120975,22.3716276,153.6327362,296.1843262,-0.036045115,100014.7656,0.001449896,150.365036,2.256241083,672.036499,5056594,6791.028809,2844,49
9,444,114.256814,22.3182558,62.68225098,295.894989,-0.029794341,100294.5547,0.001227813,164.6522827,2.576616287,407.3021851,1751836.5,4787.187988,5178,15
10,444,113.9742504,22.3911527,133.2851563,296.6342163,-0.01996729,100506.3828,0.000519668,140.2182922,2.248886347,297.4996643,2375346.5,5116.151367,2164,41
